customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,order_date,year,month,quarter,cost_price,profit,profit_margin,is_repeat_customer,clv,customer_segment,acquisition_cost,net_profit,discount_impact,revenue_bucket,cohort_month,retention_flag,age_group,purchase_frequency_days
1092,44,Male,Sweater,Clothing,80,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,6,Credit Card,Fortnightly,2023-07-25 09:32:19,2023,7,2023Q3,60.000454594275055,19.999545405724945,24.99943175715618,1,320.0,High,12.91751056341911,7.082034842305834,6.44328424777212,Medium,2023-07,1,Adult,14
1093,68,Male,Jewelry,Accessories,50,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,20,Venmo,Quarterly,2022-03-31 10:21:30,2022,3,2022Q1,35.31661023764483,14.68338976235517,29.36677952471034,1,550.0,Medium,16.818964076566502,-2.1355743142113326,5.979011574128901,Low,2022-03,0,Senior,90
1094,60,Male,Sneakers,Footwear,48,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,46,Venmo,Every 3 Months,2022-09-20 10:31:54,2022,9,2022Q3,33.962716173517215,14.037283826482785,29.244341305172465,1,1152.0,Medium,17.60600497234011,-3.5687211458573245,6.965338564686078,Low,2022-09,0,Senior,90
1095,25,Male,Jewelry,Accessories,40,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,25,Cash,Quarterly,2022-04-07 17:39:16,2022,4,2022Q2,26.22479612053085,13.775203879469146,34.438009698672865,1,540.0,Low,14.720474859962929,-0.9452709804937812,2.308127999936456,Low,2022-04,0,Young Adult,90
1096,19,Male,Coat,Outerwear,34,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,30,Bank Transfer,Quarterly,2023-12-12 19:10:11,2023,12,2023Q4,21.87530247187438,12.12469752812562,35.66087508272241,1,544.0,Low,10.081248563217608,2.043448964908011,1.7968449558675232,Low,2023-12,1,Young Adult,90
1097,57,Male,Coat,Outerwear,46,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,48,Credit Card,Annually,2024-12-08 11:43:57,2024,12,2024Q4,30.249649182501177,15.750350817498823,34.23989308151918,1,1150.0,Medium,12.049676519866916,3.700674297631906,6.367077179734321,Low,2024-12,1,Middle-aged,365
1098,58,Male,Sunglasses,Accessories,27,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,47,Bank Transfer,Weekly,2022-04-20 09:22:17,2022,4,2022Q2,19.204171239188227,7.795828760811773,28.873439854858415,1,661.5,Low,17.868756083653516,-10.072927322841744,3.369992226578481,Low,2022-04,0,Senior,7
1099,49,Male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,27,Credit Card,Weekly,2024-11-04 12:52:53,2024,11,2024Q4,59.37144164603294,38.62855835396706,39.41689627955822,1,1421.0,High,9.47821888973246,29.1503394642346,14.624036075724636,Medium,2024-11,1,Middle-aged,7
1100,19,Male,Sweater,Clothing,73,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,45,Bank Transfer,Fortnightly,2023-03-04 13:22:13,2023,3,2023Q1,57.04583458760353,15.95416541239647,21.85502111287188,1,1715.5,Medium,18.856146968999727,-2.901981556603257,6.546588034699267,Medium,2023-03,1,Young Adult,14
1101,50,Male,Pants,Clothing,28,Nevada,L,Gold,Spring,4.4,No,Express,Yes,2,Credit Card,Weekly,2024-05-12 07:36:54,2024,5,2024Q2,17.675188773478748,10.324811226521252,36.87432580900448,1,56.0,Low,8.447095121339977,1.8777161051812747,2.564942534382954,Low,2024-05,1,Middle-aged,7
1102,30,Male,Gloves,Accessories,76,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,39,Cash,Fortnightly,2022-11-29 01:05:29,2022,11,2022Q4,48.94534788844508,27.054652111554923,35.59822646257227,1,1558.0,High,16.24274622735171,10.811905884203211,5.109569963460617,Medium,2022-11,0,Young Adult,14
1103,52,Male,Sweater,Clothing,83,Texas,M,Peach,Fall,2.9,No,Express,Yes,24,Cash,Fortnightly,2023-05-02 07:58:37,2023,5,2023Q2,58.40338452903094,24.596615470969063,29.634476471047066,1,1079.0,High,14.458388515186074,10.138226955782988,5.11153136655791,Medium,2023-05,1,Middle-aged,14
1104,35,Male,Hoodie,Clothing,23,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,8,Debit Card,Bi-Weekly,2024-11-19 20:54:02,2024,11,2024Q4,17.066527925151487,5.933472074848513,25.797704673254408,1,115.0,Low,16.243991616811435,-10.310519541962922,2.481051424357548,Low,2024-11,1,Adult,14
1105,35,Male,Hat,Accessories,28,Delaware,M,Beige,Fall,3.1,No,Express,Yes,8,Bank Transfer,Quarterly,2022-10-06 11:56:09,2022,10,2022Q4,17.336082706568625,10.663917293431377,38.08541890511205,1,140.0,Low,11.560213586488922,-0.8962962930575475,2.419998003625531,Low,2022-10,0,Adult,90
1106,33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,6,Venmo,Every 3 Months,2023-12-03 17:16:23,2023,12,2023Q4,55.07373197928289,27.92626802071711,33.646106049056755,1,332.0,High,18.98961593830977,8.936652082407342,4.816626517945534,Medium,2023-12,1,Adult,90
1107,52,Male,Skirt,Clothing,96,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,12,Venmo,Fortnightly,2022-10-20 17:28:29,2022,10,2022Q4,76.19855242702766,19.801447572972336,20.626507888512847,1,672.0,High,14.48708303617216,5.314364536800175,13.315075867423872,Medium,2022-10,0,Middle-aged,14
1108,69,Male,Sneakers,Footwear,62,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,26,Bank Transfer,Weekly,2022-12-17 04:32:17,2022,12,2022Q4,40.45305278808373,21.54694721191628,34.753140664381085,1,868.0,Medium,9.324437068313843,12.222510143602433,4.3298101031458645,Medium,2022-12,0,Senior,7
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,50,Cash,Fortnightly,2024-05-30 01:58:48,2024,5,2024Q2,16.56525072531573,8.434749274684268,33.73899709873707,1,650.0,Low,14.576826059782157,-6.142076785097887,3.121460867508832,Low,2024-05,1,Young Adult,14
1110,66,Male,Hoodie,Clothing,97,Oklahoma,L,Violet,Winter,3.7,No,Next Day Air,Yes,2,Venmo,Weekly,2022-10-27 00:48:32,2022,10,2022Q4,74.42807071798985,22.571929282010142,23.270030187639325,1,194.0,High,9.302236208105468,13.269693073904678,7.587617382345678,Medium,2022-10,0,Senior,7
1111,28,Male,Hoodie,Clothing,61,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,31,Cash,Bi-Weekly,2024-06-19 06:17:18,2024,6,2024Q2,37.21261606662355,23.787383933376447,38.995711366190896,1,1006.5,Medium,9.404485876398113,14.382898056978334,8.008719467592075,Medium,2024-06,1,Young Adult,14
1112,22,Male,Shoes,Footwear,66,New York,S,Olive,Summer,4.1,No,Next Day Air,Yes,4,Credit Card,Bi-Weekly,2023-01-01 03:37:11,2023,1,2023Q1,45.732893828278414,20.267106171721583,30.707736623820587,1,198.0,Medium,10.99397767431302,9.273128497408567,4.081419153422517,Medium,2023-01,1,Young Adult,14
1113,69,Male,Hoodie,Clothing,67,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,32,PayPal,Quarterly,2023-02-25 16:20:59,2023,2,2023Q1,45.28686464365238,21.71313535634762,32.4076647109666,1,1139.0,Medium,17.786456263536785,3.926679092810837,8.415679788485802,Medium,2023-02,1,Senior,90
1114,28,Male,Sunglasses,Accessories,80,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,11,PayPal,Bi-Weekly,2022-05-11 21:30:11,2022,5,2022Q2,53.06538815853842,26.93461184146158,33.66826480182697,1,520.0,High,12.50446811590988,14.430143725551702,4.7849509912041,Medium,2022-05,0,Young Adult,14
1115,55,Male,Skirt,Clothing,25,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,47,Bank Transfer,Every 3 Months,2023-09-14 09:42:07,2023,9,2023Q3,16.428497970223823,8.571502029776177,34.28600811910471,1,612.5,Low,15.18351263345311,-6.612010603676934,2.3672894696423583,Low,2023-09,1,Middle-aged,90
1116,30,Male,Hat,Accessories,58,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,37,Cash,Weekly,2023-03-31 21:21:07,2023,3,2023Q1,35.85993961638075,22.14006038361925,38.17251790279181,1,1131.0,Medium,10.879516104116943,11.260544279502303,7.157225233477707,Medium,2023-03,1,Young Adult,7
1117,67,Male,Backpack,Accessories,96,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,39,PayPal,Fortnightly,2023-03-16 04:07:32,2023,3,2023Q1,63.64465592355165,32.35534407644835,33.70348341296703,1,1968.0,High,8.954081597103222,23.401262479345124,6.462896459394245,Medium,2023-03,1,Senior,14
1118,25,Male,Sunglasses,Accessories,77,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,24,Credit Card,Monthly,2024-03-18 18:16:23,2024,3,2024Q1,46.863007001821295,30.136992998178705,39.13895194568663,1,1001.0,High,19.31960241074347,10.817390587435234,6.049620414119767,Medium,2024-03,1,Young Adult,30
1119,49,Male,Belt,Accessories,65,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,11,PayPal,Every 3 Months,2024-09-08 05:06:15,2024,9,2024Q3,49.15253022737766,15.84746977262234,24.38072272711129,1,422.5,Medium,14.053718706845938,1.7937510657764015,8.870985448599285,Medium,2024-09,1,Middle-aged,90
1120,34,Male,Jewelry,Accessories,36,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,36,Credit Card,Weekly,2024-11-22 04:15:44,2024,11,2024Q4,24.467240116497685,11.532759883502315,32.03544412083976,1,684.0,Low,19.009270078740776,-7.476510195238461,4.9864295552675255,Low,2024-11,1,Adult,7
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,40,Debit Card,Monthly,2023-11-17 10:09:31,2023,11,2023Q4,57.85758438297452,26.142415617025485,31.121923353601765,1,1764.0,High,8.051195032974725,18.09122058405076,4.5774578006029,Medium,2023-11,1,Young Adult,30
1122,63,Male,T-shirt,Clothing,58,Florida,XL,Peach,Fall,3.2,No,Express,Yes,25,Cash,Quarterly,2023-10-07 11:54:33,2023,10,2023Q4,45.16569720282153,12.834302797178466,22.128108270997355,1,783.0,Medium,7.203412458693991,5.630890338484475,3.874925395047257,Medium,2023-10,1,Senior,90
1123,70,Male,Handbag,Accessories,62,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,12,Credit Card,Annually,2022-11-16 05:11:36,2022,11,2022Q4,45.35988179987914,16.64011820012086,26.838900322775576,1,434.0,Medium,17.837343606858553,-1.1972254067376935,3.828326029691726,Medium,2022-11,0,Senior,365
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,38,Cash,Monthly,2024-06-07 20:28:37,2024,6,2024Q2,40.3079919847844,26.6920080152156,39.838817933157614,1,1340.0,Medium,15.213758189258773,11.478249825956826,4.55394373416373,Medium,2024-06,1,Adult,30
1125,42,Male,Sweater,Clothing,20,Iowa,M,Orange,Spring,3.7,No,Express,Yes,40,Cash,Quarterly,2024-01-07 18:13:06,2024,1,2024Q1,15.77269929184514,4.227300708154861,21.136503540774303,1,420.0,Low,7.7986774888046195,-3.571376780649759,2.940375448612545,Low,2024-01,1,Adult,90
1126,27,Male,Sandals,Footwear,90,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,10,Bank Transfer,Weekly,2024-05-29 14:03:08,2024,5,2024Q2,58.2686003875988,31.731399612401205,35.257110680445784,1,540.0,High,9.040395509953068,22.69100410244814,9.464897239114109,Medium,2024-05,1,Young Adult,7
1127,23,Male,Scarf,Accessories,58,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,47,Venmo,Fortnightly,2023-06-06 19:21:49,2023,6,2023Q2,36.04832454321436,21.95167545678564,37.84771630480282,1,1421.0,Medium,17.009959122879668,4.941716333905969,5.615051864638576,Medium,2023-06,1,Young Adult,14
1128,50,Male,Shirt,Clothing,53,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,22,Debit Card,Monthly,2024-08-18 07:52:53,2024,8,2024Q3,39.94215869083735,13.057841309162647,24.637436432382355,1,636.0,Medium,11.80802929993904,1.2498120092236071,7.867677077390866,Medium,2024-08,1,Middle-aged,30
1129,56,Male,Gloves,Accessories,30,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,35,Debit Card,Monthly,2022-08-09 12:35:22,2022,8,2022Q3,21.002863895200303,8.997136104799694,29.990453682665645,1,555.0,Low,15.058107597591365,-6.060971492791669,3.170868389582206,Low,2022-08,0,Middle-aged,30
1130,37,Male,Hoodie,Clothing,65,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,46,Venmo,Fortnightly,2023-10-26 02:29:42,2023,10,2023Q4,44.63901735823423,20.360982641765773,31.324588679639653,1,1560.0,Medium,9.775280332040165,10.58570230972561,7.54726652774591,Medium,2023-10,1,Adult,14
1131,67,Male,Jewelry,Accessories,41,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,30,PayPal,Bi-Weekly,2024-08-26 18:08:45,2024,8,2024Q3,26.64592525339848,14.35407474660152,35.00993840634517,1,656.0,Low,10.71844929162315,3.635625454978369,3.414359238801639,Low,2024-08,1,Senior,14
1132,67,Male,Shirt,Clothing,73,Illinois,M,Black,Spring,3.7,No,Express,Yes,20,Bank Transfer,Monthly,2024-05-02 19:56:20,2024,5,2024Q2,51.793083751989855,21.206916248010145,29.050570202753622,1,803.0,Medium,19.860688379346577,1.3462278686635685,6.439438510919486,Medium,2024-05,1,Senior,30
1133,50,Male,Hoodie,Clothing,98,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,25,Cash,Fortnightly,2024-03-10 21:33:08,2024,3,2024Q1,64.17793826197072,33.82206173802928,34.51230789594824,1,1323.0,High,8.714256307620778,25.107805430408497,10.725211961328917,Medium,2024-03,1,Middle-aged,14
1134,36,Male,Shoes,Footwear,36,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,29,Cash,Weekly,2023-04-06 20:08:57,2023,4,2023Q2,28.091397638066887,7.908602361933113,21.968339894258648,1,558.0,Low,12.59684565554771,-4.6882432936145975,2.051228822401673,Low,2023-04,1,Adult,7
1135,62,Male,T-shirt,Clothing,81,Wisconsin,M,Brown,Summer,3.7,No,Express,Yes,2,Venmo,Every 3 Months,2023-12-27 08:47:52,2023,12,2023Q4,52.08631257167772,28.913687428322284,35.69591040533615,1,162.0,High,17.666035147857983,11.2476522804643,6.122651376962678,Medium,2023-12,1,Senior,90
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,32,Bank Transfer,Quarterly,2024-09-03 15:04:32,2024,9,2024Q3,69.91839270820357,20.08160729179643,22.312896990884923,1,1530.0,High,8.58834820498787,11.49325908680856,6.271305745142764,Medium,2024-09,1,Senior,90
1137,23,Male,Handbag,Accessories,83,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,37,Cash,Monthly,2024-07-25 10:40:54,2024,7,2024Q3,59.08613006707413,23.91386993292587,28.811891485452858,1,1618.5,High,11.22820635026496,12.68566358266091,4.28191516306203,Medium,2024-07,1,Young Adult,30
1138,46,Male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,16,Bank Transfer,Every 3 Months,2023-03-06 18:37:38,2023,3,2023Q1,69.6784840368934,21.32151596310661,23.43023732209517,1,819.0,High,14.226369310549824,7.095146652556782,9.43580156173584,Medium,2023-03,1,Middle-aged,90
1139,18,Male,Pants,Clothing,36,Iowa,M,Purple,Summer,4.7,No,Express,Yes,32,Venmo,Fortnightly,2023-12-05 02:55:10,2023,12,2023Q4,26.73249117019888,9.267508829801123,25.7430800827809,1,612.0,Low,12.217822272126538,-2.950313442325415,3.819790222285965,Low,2023-12,1,Young Adult,14
1140,58,Male,Coat,Outerwear,53,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,42,Debit Card,Bi-Weekly,2022-08-03 00:54:06,2022,8,2022Q3,39.184968181229536,13.815031818770464,26.066097771265028,1,1166.0,Medium,11.89253399855476,1.9224978202157037,4.684877882097473,Medium,2022-08,0,Senior,14
1141,31,Male,Jeans,Clothing,39,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,6,Credit Card,Every 3 Months,2024-06-17 18:02:49,2024,6,2024Q2,25.929897300021437,13.070102699978566,33.51308384609889,1,156.0,Low,10.437645969831854,2.6324567301467123,2.9980371309126843,Low,2024-06,1,Young Adult,90
1142,39,Male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,23,PayPal,Fortnightly,2024-12-09 21:54:59,2024,12,2024Q4,21.34371974771654,11.65628025228346,35.322061370555936,1,412.5,Low,13.799694916623876,-2.1434146643404173,3.801797590782262,Low,2024-12,1,Adult,14
1143,69,Male,T-shirt,Clothing,76,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,27,Venmo,Bi-Weekly,2022-11-22 02:23:52,2022,11,2022Q4,48.80547066074798,27.19452933925202,35.78227544638424,1,1102.0,High,14.365590468854156,12.828938870397868,4.823409626521872,Medium,2022-11,0,Senior,14
1144,68,Male,Boots,Footwear,23,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,43,PayPal,Quarterly,2022-08-19 06:13:08,2022,8,2022Q3,17.743081622474108,5.256918377525892,22.856166858808223,1,517.5,Low,14.79934311352044,-9.542424735994548,2.3428145727612684,Low,2022-08,0,Senior,90
1145,41,Male,Jeans,Clothing,54,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,25,Bank Transfer,Fortnightly,2023-05-11 16:30:17,2023,5,2023Q2,41.26060965879742,12.73939034120258,23.591463594819597,1,729.0,Medium,6.05552161859044,6.683868722612139,6.847599523377348,Medium,2023-05,1,Adult,14
1146,31,Male,Sneakers,Footwear,89,Nevada,L,Pink,Summer,3.0,No,Express,Yes,30,Cash,Every 3 Months,2024-11-09 20:59:20,2024,11,2024Q4,61.24220879861907,27.75779120138093,31.18852943975386,1,1424.0,High,14.465512635680732,13.2922785657002,5.912252057177004,Medium,2024-11,1,Young Adult,90
1147,48,Male,Sneakers,Footwear,38,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,7,Bank Transfer,Every 3 Months,2024-10-16 22:05:22,2024,10,2024Q4,23.806275062573054,14.193724937426946,37.35190773007091,1,171.0,Low,19.29855768171849,-5.104832744291546,4.762386246664111,Low,2024-10,1,Middle-aged,90
1148,59,Male,Hat,Accessories,36,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,17,Debit Card,Annually,2023-02-15 08:06:11,2023,2,2023Q1,24.3522162142377,11.6477837857623,32.35495496045083,1,342.0,Low,13.114793532921254,-1.4670097471589545,4.538860232952232,Low,2023-02,1,Senior,365
1149,34,Male,Pants,Clothing,66,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,10,PayPal,Fortnightly,2022-11-02 11:59:20,2022,11,2022Q4,47.775333594607226,18.22466640539277,27.61313091726178,1,396.0,Medium,15.729006237638664,2.49566016775411,3.6955158783210025,Medium,2022-11,0,Adult,14
1150,21,Male,Jewelry,Accessories,42,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,40,Venmo,Annually,2024-09-09 16:18:33,2024,9,2024Q3,29.016986497631606,12.983013502368394,30.91193691040094,1,882.0,Low,13.350984616388269,-0.3679711140198733,2.178894169566164,Low,2024-09,1,Young Adult,365
1151,29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,50,Venmo,Bi-Weekly,2023-11-08 08:07:38,2023,11,2023Q4,27.217362733077564,8.782637266922436,24.3962146303401,1,936.0,Low,17.821109278879682,-9.038472011957246,5.306167461557502,Low,2023-11,1,Young Adult,14
1152,41,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,3.7,No,Express,Yes,24,Credit Card,Weekly,2024-04-10 16:04:53,2024,4,2024Q2,68.75911254272383,17.240887457276173,20.047543554972293,1,1118.0,High,18.94374641896353,-1.7028589616873615,5.963090871689894,Medium,2024-04,1,Adult,7
1153,62,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,8,PayPal,Every 3 Months,2022-05-10 01:08:17,2022,5,2022Q2,31.27309446679919,17.72690553320081,36.17735823102206,1,245.0,Medium,7.76329848944539,9.96360704375542,6.478482124590504,Low,2022-05,0,Senior,90
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,6,Bank Transfer,Quarterly,2022-06-09 05:34:09,2022,6,2022Q2,28.36913672120849,12.630863278791503,30.806983606808547,1,164.0,Low,11.5529005483569,1.0779627304346064,4.353587677485724,Low,2022-06,0,Young Adult,90
1155,49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,44,Credit Card,Bi-Weekly,2023-08-24 20:19:38,2023,8,2023Q3,56.26813599150148,25.73186400849852,31.38032196158356,1,1886.0,High,10.88573151399082,14.8461324945077,6.268671691803374,Medium,2023-08,1,Middle-aged,14
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.6,No,Express,Yes,47,PayPal,Quarterly,2024-07-21 03:06:09,2024,7,2024Q3,35.027620847138884,17.972379152861116,33.910149345020976,1,1298.5,Medium,11.07822684948918,6.894152303371936,3.338843314079707,Medium,2024-07,1,Senior,90
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,6,Venmo,Every 3 Months,2023-08-30 16:48:26,2023,8,2023Q3,13.432001170225217,7.567998829774783,36.03808966559421,1,84.0,Low,6.882862718418139,0.6851361113566448,2.093022274513228,Low,2023-08,1,Young Adult,90
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,11,Cash,Quarterly,2024-01-02 15:11:12,2024,1,2024Q1,40.4671359376635,25.5328640623365,38.68615767020682,1,429.0,Medium,17.204235889710787,8.328628172625713,5.988541756754369,Medium,2024-01,1,Adult,90
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,41,Bank Transfer,Annually,2022-10-19 01:04:42,2022,10,2022Q4,69.19072384658183,19.809276153418168,22.257613655526036,1,1913.5,High,5.536493645224029,14.27278250819414,10.670086157541904,Medium,2022-10,0,Senior,365
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,46,Venmo,Every 3 Months,2022-03-21 08:54:18,2022,3,2022Q1,37.61833567454949,17.381664325450508,31.60302604627365,1,1320.0,Medium,12.923399115907356,4.458265209543153,7.722927022512498,Medium,2022-03,0,Senior,90
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,9,Venmo,Bi-Weekly,2024-01-13 15:31:55,2024,1,2024Q1,29.37392235540041,12.62607764459959,30.062089629999026,1,231.0,Low,14.928175820670369,-2.3020981760707784,5.482041965246441,Low,2024-01,1,Adult,14
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,37,PayPal,Monthly,2022-11-20 02:10:02,2022,11,2022Q4,40.73619730128953,11.263802698710473,21.66115903598168,1,1014.0,Medium,8.112041570883157,3.1517611278273137,4.027150661065022,Medium,2022-11,0,Senior,30
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,13,PayPal,Weekly,2024-02-28 06:09:54,2024,2,2024Q1,69.48374478629344,22.51625521370656,24.47419044968104,1,690.0,High,18.587752881481933,3.9285023322246246,12.686185609761212,Medium,2024-02,1,Middle-aged,7
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,24,Debit Card,Monthly,2024-09-28 00:21:43,2024,9,2024Q3,35.06161415811246,20.938385841887538,37.38997471765632,1,728.0,Medium,17.578238105371895,3.3601477365156427,7.466991358985782,Medium,2024-09,1,Young Adult,30
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.2,No,Standard,Yes,47,PayPal,Quarterly,2024-01-23 05:07:36,2024,1,2024Q1,68.45606337806865,27.54393662193135,28.69160064784516,1,2352.0,High,12.06625594225888,15.47768067967247,13.719707843728976,Medium,2024-01,1,Senior,90
